,before_word,before_count,after_word,after_count
2799,특별법,0.0,기틀,0.0
2800,남북,0.0,문건,0.0
2801,접전,0.0,국가비상사태,0.0
2802,유보적,0.0,입법조치,0.0
2803,조국당,0.0,철폐,0.0
2804,이송,0.0,2008년,0.0
2805,목적예비비,0.0,안정적,0.0
2806,3~5년,0.0,미디어,0.0
2807,경주,0.0,체계화,0.0
2808,암울,0.0,각부,0.0
2809,해전,0.0,주범들,0.0
2810,멘트,0.0,구역,0.0
2811,감사청구,0.0,Clinton,0.0
2812,사임,0.0,자유우파,0.0
2813,도급,0.0,기후동행카드,0.0
2814,동성로,0.0,대선과정,0.0
2815,시에라리온,0.0,증거법칙,0.0
2816,텍사스,0.0,선용,0.0
2817,자치입법권,0.0,치료,0.0
2818,풍선,0.0,CBS라디오,0.0
2819,착공,0.0,패싱,0.0
2820,산업화,0.0,10만,0.0
2821,전원,0.0,삼성동,0.0
2822,다수의견,0.0,자위대,0.0
2823,작전지역,0.0,규제개혁,0.0
2824,3000여,0.0,국민참여경선,0.0
2825,운동가,0.0,최신,0.0
2826,연구관,0.0,대통령님,0.0
2827,상도동,0.0,델라웨어,0.0
2828,전망치,0.0,태국,0.0
2829,마이클,0.0,크리스마스,0.0
2830,모자,0.0,국내총생산,0.0
2831,5000명,0.0,모니터링,0.0
2832,신고가,0.0,고베,0.0
2833,밀수,0.0,견인,0.0
2834,서울대학교,0.0,사립학교,0.0
2835,분자,0.0,공감률,0.0
2836,불모지,0.0,권고,0.0
2837,할머니,0.0,목적,0.0
2838,化身,0.0,불공정,0.0
2839,오줌,0.0,예비역,0.0
2840,김성회,0.0,해님,0.0
2841,7000조,0.0,체인저,0.0
2842,경사로,0.0,형편,0.0
2843,경호원들,0.0,남쪽,0.0
2844,생지옥,0.0,회의록,0.0
2845,청춘,0.0,괴산,0.0
2846,도구,0.0,생산적,0.0
2847,與黨,0.0,전면적,0.0
2848,NASA,0.0,소프트파워,0.0
2849,용인,0.0,리투아니아,0.0
2850,연금액,0.0,저하,0.0
2851,MBC,0.0,집회엔,0.0
2852,점검,0.0,擴張性,0.0
2853,배제,0.0,정치자금법,0.0
2854,배치,0.0,승계,0.0
2855,위생,0.0,의존도,0.0
2856,인준,0.0,형사상,0.0
2857,공문,0.0,반복적,0.0
2858,음란,0.0,환치,0.0
2859,정체,0.0,1g,0.0
2860,한국판,0.0,비닐,0.0
2861,소극적,0.0,개발비,0.0
2862,핵확산방지조약,0.0,Strategy,0.0
2863,ILO,0.0,不訴追,0.0
2864,의결권,0.0,김윤상,0.0
2865,우크,0.0,위인설법,0.0
2866,그사이,0.0,스프링페스타,0.0
2867,가구,0.0,방탄문,0.0
2868,사망,0.0,준비위원장,0.0
2869,Information,0.0,67만,0.0
2870,발전,0.0,셀카,0.0
2871,판쳐,0.0,첨단,0.0
2872,처우,0.0,찬성표,0.0
2873,이니셜,0.0,재적수,0.0
2874,상왕,0.0,교보문고,0.0
2875,국회의사당,0.0,변칙적,0.0
2876,홍수,0.0,산토끼,0.0
2877,케이스,0.0,관광객,0.0
2878,처방전,0.0,가톨릭대,0.0
2879,시사,0.0,빛고을,0.0
2880,전권,0.0,양곡,0.0
2881,연계,0.0,경제기획원,0.0
2882,무인,0.0,손실,0.0
2883,민의,0.0,瀋陽,0.0
2884,발의자,0.0,1200조,0.0
2885,유죄,0.0,손발,0.0
2886,국가안보실장,0.0,정일영,0.0
2887,은퇴,0.0,본궤도,0.0
2888,초비상,0.0,하수관,0.0
2889,유일,0.0,Korea,0.0
2890,실패설,0.0,명예훼손,0.0
2891,변호사모임,0.0,고정식,0.0
2892,76명,0.0,181만,0.0
2893,장기간,0.0,진공,0.0
2894,임종득,0.0,오리엔트정공,0.0
2895,게임,0.0,臺諫,0.0
2896,현대,0.0,후손들,0.0
2897,상의,0.0,수사대,0.0
2898,마중물,0.0,레이와신센구미,0.0
2899,핑계,0.0,분양주택,0.0
2900,고려대,0.0,233조,0.0
2901,陰地,0.0,단체장,0.0
2902,존부,0.0,법적,0.0
2903,무정부,0.0,기생충,0.0
2904,각계각층,0.0,1억,0.0
2905,난맥상,0.0,공산당,0.0
2906,제2연평,0.0,김현미,0.0
2907,반중,0.0,20여,0.0
2908,상설특검,0.0,오만,0.0
2909,自强,0.0,주홍글씨,0.0
2910,조지아,0.0,산하,0.0
2911,신형,0.0,차순위,0.0
2912,결전,0.0,문란,0.0
2913,전입,0.0,러시아제,0.0
2914,분할,0.0,기소,0.0
2915,제청,0.0,박안수,0.0
2916,한미연합사단,0.0,안보실장,0.0
2917,전국순시,0.0,생포,0.0
2918,인플레이션율,0.0,남경필,0.0
2919,평일,0.0,무역대표부,0.0
2920,출혈,0.0,전통적,0.0
2921,전략서,0.0,추후,0.0
2922,해명,0.0,피로,0.0
2923,신은총,0.0,기아,0.0
2924,후티,0.0,싱크홀,0.0
2925,노동국,0.0,영혼,0.0
2926,22명,0.0,성행,0.0
2927,원망,0.0,연구직,0.0
2928,벼랑,0.0,이관,0.0
2929,삼촌,0.0,당수,0.0
2930,기본소득,0.0,김해을,0.0
2931,민생안정,0.0,대통령경호처,0.0
2932,도열,0.0,당비,0.0
2933,폭주족,0.0,대망,0.0
2934,산불현장통합지휘본부,0.0,왕윤종,0.0
2935,소상공인연합회,0.0,2시,0.0
2936,서천호,0.0,강신철,0.0
2937,딥페이크,0.0,비전대회,0.0
2938,연기금,0.0,법제,0.0
2939,구애,0.0,기획자,0.0
2940,정부청사,0.0,외교관,0.0
2941,삼프로,0.0,가혹행위,0.0
2942,만류,0.0,조계종,0.0
2943,외환죄,0.0,계수기,0.0
2944,권좌,0.0,한국도,0.0
2945,PA,0.0,김인섭씨,0.0
2946,동문서답,0.0,한밤중,0.0
2947,소고기,0.0,목적지,0.0
2948,울주,0.0,외교관들,0.0
2949,황태자,0.0,15가지,0.0
2950,실업,0.0,89.04%,0.0
2951,포천시,0.0,특임대,0.0
2952,시민들,0.0,우라늄,0.0
2953,외연,0.0,창의성,0.0
2954,유로,0.0,70m,0.0
2955,귀납,0.0,꿍꿍이,0.0
2956,디자인,0.0,희생정신,0.0
2957,성남도시개발공사,0.0,보완,0.0
2958,중앙여론조사연구소,0.0,변호사,0.0
2959,중선거구제,0.0,修辭,0.0
2960,전광훈,0.0,공항,0.0
2961,뿌리,0.0,동태,0.0
2962,특보단장,0.0,233만,0.0
2963,카니발,0.0,응축,0.0
2964,대승,0.0,로봇,0.0
2965,내각제,0.0,파동,0.0
2966,법령상,0.0,7.53%,0.0
2967,최강,0.0,공헌,0.0
2968,77만,0.0,가세,0.0
2969,1000여,0.0,전용,0.0
2970,박성민,0.0,1~2명,0.0
2971,여소,0.0,고충,0.0
2972,400%,0.0,헌법재판,0.0
2973,참정,0.0,일고,0.0
2974,세계인권선언,0.0,중앙위원들,0.0
2975,프로젝트,0.0,공보실,0.0
2976,의학전문대학원협회,0.0,무자격자,0.0
2977,본때,0.0,밑작업,0.0
2978,500명,0.0,소식통,0.0
2979,삼성전자,0.0,군수,0.0
2980,성남기지,0.0,엠브레인퍼블릭,0.0
2981,뉴트,0.0,봉투법,0.0
2982,곤경,0.0,100kg,0.0
2983,전이,0.0,옥동자,0.0
2984,전은영,0.0,자동차,0.0
2985,실업률,0.0,추상적,0.0
2986,활약,0.0,행정적,0.0
2987,채점,0.0,인내심,0.0
2988,범야권,0.0,윈프리,0.0
2989,노연홍,0.0,내란처벌법,0.0
2990,고위급,0.0,재정경제부,0.0
2991,다자주,0.0,화가,0.0
2992,쏠림,0.0,부양가족,0.0
2993,초안,0.0,아메리카,0.0
2994,스케,0.0,25%,0.0
2995,이력,0.0,삼척,0.0
2996,비축,0.0,돌덩이,0.0
2997,배후,0.0,지지세,0.0
2998,주가,0.0,90%,0.0
2999,원본,0.0,물고문,0.0
3000,소국,0.0,조경,0.0
3001,고사,0.0,외교전,0.0
3002,하원의원직,0.0,문체부,0.0
3003,건물,0.0,AFSA,0.0
3004,그땐,0.0,정족,0.0
3005,위자료,0.0,99명,0.0
3006,국립서울현충원,0.0,국가미사일방어체제,0.0
3007,개공,0.0,단거리,0.0
3008,지양,0.0,박봉,0.0
3009,기후,0.0,전산,0.0
3010,충동,0.0,내주,0.0
3011,한국노총,0.0,존엄,0.0
3012,법정절차,0.0,캡틴,0.0
3013,유의,0.0,미디어위원장,0.0
3014,갑론을박,0.0,주막집,0.0
3015,5선,0.0,54%,0.0
3016,공동의장,0.0,버틀러,0.0
3017,의병,0.0,안보관,0.0
3018,애증,0.0,창비,0.0
3019,김정환,0.0,신한국당,0.0
3020,경성방송국,0.0,채권자,0.0
3021,키스,0.0,양형,0.0
3022,쟁의,0.0,재적,0.0
3023,거제시장,0.0,수출,0.0
3024,삼중,0.0,초래,0.0
3025,우메로우,0.0,이당,0.0
3026,정윤혁,0.0,불시,0.0
3027,세종청사서,0.0,결혼,0.0
3028,가방,0.0,일시,0.0
3029,상향,0.0,본분,0.0
3030,건강검진,0.0,무효인,0.0
3031,물결,0.0,격노,0.0
3032,옷들,0.0,냉정,0.0
3033,4개,0.0,유튜버들,0.0
3034,정부위원들,0.0,우연,0.0
3035,IT전문가,0.0,테이블,0.0
3036,역설,0.0,삼매경,0.0
3037,울산시장,0.0,지방세,0.0
3038,35%,0.0,업무개시명령,0.0
3039,한몫,0.0,스토킹,0.0
3040,영면,0.0,미시간주,0.0
3041,loophole,0.0,共犯,0.0
3042,세력들,0.0,12명,0.0
3043,회전문,0.0,거부감,0.0
3044,겉모습,0.0,수사권,0.0
3045,훈련,0.0,유도,0.0
3046,민간업자,0.0,경북대,0.0
3047,이재용,0.0,근처,0.0
3048,블라디보스토크,0.0,첫발,0.0
3049,기세,0.0,노출,0.0
3050,정경두,0.0,극성,0.0
3051,수사의뢰,0.0,친이재명,0.0
3052,갑호,0.0,공방들,0.0
3053,들것,0.0,과도,0.0
3054,비참,0.0,조상,0.0
3055,한국세무학회장,0.0,실험,0.0
3056,조형우,0.0,송파,0.0
3057,할증,0.0,역사철학,0.0
3058,적십자사,0.0,피용,0.0
3059,전주갑,0.0,신안,0.0
3060,핵심축,0.0,책임총리제,0.0
3061,격변,0.0,온라인상,0.0
3062,도지사직,0.0,다음날,0.0
3063,연방헌법재판소,0.0,획기적,0.0
3064,법학,0.0,한목소리,0.0
3065,부정적,0.0,발전량,0.0
3066,효율,0.0,큰길,0.0
3067,물건,0.0,주범,0.0
3068,耳懸鈴鼻懸鈴,0.0,서비스,0.0
3069,이적,0.0,현청,0.0
3070,소생,0.0,소추의결서,0.0
3071,한전,0.0,죄목,0.0
3072,첩경,0.0,비수,0.0
3073,국가적,0.0,재원,0.0
3074,확장력,0.0,계약,0.0
3075,1건,0.0,9000명,0.0
3076,사흘간,0.0,착복,0.0
3077,지국장,0.0,대학,0.0
3078,방송학,0.0,윤어게인,0.0
3079,감정적,0.0,주주,0.0
3080,막걸리,0.0,경고용,0.0
3081,춘계,0.0,오세창,0.0
3082,교차,0.0,중국군,0.0
3083,유엔총회,0.0,신호,0.0
3084,불문,0.0,위장,0.0
3085,접수돼,0.0,對比,0.0
3086,중순,0.0,밑거름,0.0
3087,급박,0.0,영화,0.0
3088,外說,0.0,선봉장,0.0
3089,67.사법연수원,0.0,야구점퍼,0.0
3090,조셉,0.0,아산,0.0
3091,충격적,0.0,국가정보원,0.0
3092,산정,0.0,중앙재난안전대책본부,0.0
3093,오경준,0.0,Armitage-Nye,0.0
3094,코리아리서치,0.0,동북3성,0.0
3095,연막,0.0,토크빌,0.0
3096,소득대체,0.0,첫걸음,0.0
3097,30건,0.0,결단력,0.0
3098,일희일비,0.0,증권사,0.0
3099,주심,0.0,전화,0.0
3100,장교,0.0,연판장,0.0
3101,내리막,0.0,시뮬레이션,0.0
3102,당선자,0.0,20~30대,0.0
3103,15배,0.0,7.41%,0.0
3104,2천,0.0,정진석,0.0
3105,국가인권위원장,0.0,3100만,0.0
3106,무적,0.0,파란색,0.0
3107,김병주,0.0,목록,0.0
3108,황태,0.0,성낙,0.0
3109,구형,0.0,트리플,0.0
3110,ruled,0.0,오리엔탈정공,0.0
3111,약자,0.0,김원용,0.0
3112,품질,0.0,판교,0.0
3113,서울고용청,0.0,서울의료원,0.0
3114,2070년,0.0,노코멘트,0.0
3115,김재연,0.0,자정,0.0
3116,로이,0.0,대통령식,0.0
3117,전열,0.0,시행령,0.0
3118,슬로건,0.0,시멘트,0.0
3119,보좌,0.0,대통령령,0.0
3120,청사,0.0,강원도민들,0.0
3121,전국경제인연합회,0.0,계곡,0.0
3122,암살설,0.0,지식인,0.0
3123,중독,0.0,실무자안,0.0
3124,함구,0.0,일시적,0.0
3125,충북지사,0.0,세계사,0.0
3126,출입,0.0,고준호,0.0
3127,재해,0.0,5석,0.0
3128,58명,0.0,광복,0.0
3129,김만배,0.0,헛발질,0.0
3130,80일,0.0,동아일보,0.0
3131,고모부,0.0,전파,0.0
3132,고흥,0.0,인간,0.0
3133,성균관대,0.0,민주당원,0.0
3134,국민노,0.0,저자,0.0
3135,관저서,0.0,재판실무,0.0
3136,사고들,0.0,의중,0.0
3137,개버드,0.0,경제성장,0.0
3138,투표지,0.0,증세론,0.0
3139,STEAL,0.0,부품,0.0
3140,소실,0.0,위험성,0.0
3141,유명,0.0,보장부,0.0
3142,김일성,0.0,입장곡,0.0
3143,패망,0.0,세계인,0.0
3144,대형,0.0,뇌리,0.0
3145,바우어,0.0,중반,0.0
3146,신용등급,0.0,송언석,0.0
3147,처방,0.0,허영,0.0
3148,9%p,0.0,조국통일,0.0
3149,정작,0.0,0.05%,0.0
3150,수반,0.0,동선,0.0
3151,블라디미르,0.0,부실,0.0
3152,방공호,0.0,네이버,0.0
3153,다수설,0.0,오류,0.0
3154,조항,0.0,출마선언,0.0
3155,인품,0.0,압수수색,0.0
3156,174일,0.0,장마,0.0
3157,소매상,0.0,36만,0.0
3158,다주택자,0.0,참모장,0.0
3159,동업,0.0,현관,0.0
3160,일종,0.0,확정치,0.0
3161,잔류,0.0,남베트남,0.0
3162,혐오,0.0,선거제도,0.0
3163,T-,0.0,매도,0.0
3164,인도,0.0,요소,0.0
3165,투표권,0.0,경이,0.0
3166,과업,0.0,서울지검,0.0
3167,과정서,0.0,中道,0.0
3168,최측근,0.0,관제,0.0
3169,PTSD,0.0,폭탄,0.0
3170,결정판,0.0,족쇄,0.0
3171,행렬,0.0,문명,0.0
3172,요율,0.0,내란특검법,0.0
3173,계정,0.0,완패,0.0
3174,72년,0.0,징집병,0.0
3175,10,0.0,안장,0.0
3176,소아,0.0,설욕,0.0
3177,너스레,0.0,포퓰리즘적,0.0
3178,접근해,0.0,가담범,0.0
3179,부패,0.0,연구실,0.0
3180,국한,0.0,미치광이,0.0
3181,송출,0.0,마이너스,0.0
3182,마인드,0.0,커트라인,0.0
3183,조한창,0.0,광역자치단체장,0.0
3184,신속성,0.0,은행원,0.0
3185,월평균,0.0,하루하루,0.0
3186,한국인터넷진흥원,0.0,남자들,0.0
3187,악연,0.0,변동,0.0
3188,제한령,0.0,매치,0.0
3189,골드버그,0.0,재배치,0.0
3190,9건,0.0,61%,0.0
3191,이승만,0.0,메가시티,0.0
3192,대량,0.0,다마키,0.0
3193,전파가,0.0,생명권,0.0
3194,리씨,0.0,뒤쪽,0.0
3195,신고,0.0,이틀째,0.0
3196,자백,0.0,정치사,0.0
3197,소추안,0.0,해수부,0.0
3198,난폭,0.0,장착,0.0
3199,전지영,0.0,종전,0.0
3200,별개,0.0,6조,0.0
3201,언론학자,0.0,100주년,0.0
3202,적진,0.0,망발,0.0
3203,연장,0.0,현행법,0.0
3204,어조,0.0,DJ,0.0
3205,대공황,0.0,충청도,0.0
3206,국립대전현충원,0.0,휴식,0.0
3207,자율,0.0,양아치,0.0
3208,출간,0.0,인혁당,0.0
3209,심도,0.0,장노년,0.0
3210,구간,0.0,32만,0.0
3211,역전,0.0,중도성,0.0
3212,64명,0.0,살구나무,0.0
3213,내치,0.0,요지,0.0
3214,화천대유,0.0,공평,0.0
3215,우크라이나인들,0.0,당황,0.0
3216,지방자치단체장,0.0,의료개혁특별위원회,0.0
3217,법조공화국,0.0,서영대학교,0.0
3218,석학,0.0,CIA,0.0
3219,국민주노동조합총연맹,0.0,상납,0.0
3220,명동,0.0,엉터리,0.0
3221,세법,0.0,병력,0.0
3222,70년,0.0,수급권,0.0
3223,웃픈,0.0,상품권,0.0
3224,요구안,0.0,한여름,0.0
3225,이진숙,0.0,조선일보,0.0
3226,코로나,0.0,공범들,0.0
3227,대표단,0.0,일환,0.0
3228,운운,0.0,세종,0.0
3229,무당,0.0,호남권,0.0
3230,퇴색,0.0,생일축하,0.0
3231,스모킹건,0.0,휘발유,0.0
3232,유례,0.0,수석급,0.0
3233,보건소장,0.0,원가량,0.0
3234,판결문,0.0,실전,0.0
3235,5명,0.0,2.,0.0
3236,직함,0.0,퇴색,0.0
3237,근무평정,0.0,유례,0.0
3238,경제기본위원회,0.0,직함,0.0
3239,요지,0.0,판결문,0.0
3240,당황,0.0,5명,0.0
3241,5500여명,0.0,강경파들,0.0
3242,의료개혁특별위원회,0.0,엄마,0.0
3243,CIA,0.0,민생경제,0.0
3244,ratified,0.0,시연회,0.0
3245,직무정지,0.0,거점도시,0.0
3246,서면합의,0.0,감원전,0.0
3247,만찬회,0.0,응수,0.0
3248,비공식적,0.0,2~15일,0.0
3249,실전,0.0,기독교,0.0
3250,36년,0.0,일장기,0.0
3251,살길,0.0,부작용,0.0
3252,억제력,0.0,노태악,0.0
3253,허위사실공표죄,0.0,거미줄,0.0
3254,방한,0.0,LNG,0.0
3255,호응,0.0,괴담,0.0
3256,보도문,0.0,회상,0.0
3257,영농,0.0,양자,0.0
3258,괴물,0.0,52.62%,0.0
3259,SSAFY,0.0,관습,0.0
3260,박홍배,0.0,자극적,0.0
3261,담보,0.0,감언이설,0.0
3262,세종,0.0,준비기일,0.0
3263,농사,0.0,당론,0.0
3264,우회,0.0,자국우선주,0.0
3265,유형,0.0,부장관,0.0
3266,KDI,0.0,각별,0.0
3267,무모,0.0,휘하,0.0
3268,91%,0.0,대오,0.0
3269,잡음,0.0,국민선거인단,0.0
3270,삼권분립,0.0,증가율,0.0
3271,오늘날,0.0,방문지,0.0
3272,어휘,0.0,강민구,0.0
3273,법치국가,0.0,심장,0.0
3274,선생님,0.0,절충안,0.0
3275,인식하,0.0,39.14%,0.0
3276,바둑,0.0,특별당규위원장,0.0
3277,52시간,0.0,무교,0.0
3278,며칠,0.0,애치슨라인,0.0
3279,제명,0.0,회화나무,0.0
3280,3주택,0.0,까막눈,0.0
3281,기물,0.0,OX,0.0
3282,Fight,0.0,핍박,0.0
3283,암시,0.0,박종훈,0.0
3284,제도화,0.0,4000명,0.0
3285,영포빌딩,0.0,스토리텔링,0.0
3286,중동,0.0,배형원,0.0
3287,정치적,0.0,30%가량,0.0
3288,학계,0.0,중학교,0.0
3289,기본인,0.0,출제,0.0
3290,후순위,0.0,국민변호인단,0.0
3291,일방적,0.0,창업,0.0
3292,갈라치기,0.0,출석,0.0
3293,1987년,0.0,순서,0.0
3294,니코틴,0.0,경의선,0.0
3295,시내,0.0,폭발력,0.0
3296,흉악범,0.0,별건,0.0
3297,차담,0.0,호소문,0.0
3298,지자체,0.0,경기장,0.0
3299,하자,0.0,자격증,0.0
3300,당서,0.0,모빌리티,0.0
3301,지역화폐,0.0,비주류,0.0
3302,각계,0.0,LLM,0.0
3303,광화문광장,0.0,신문들,0.0
3304,골수,0.0,검토관,0.0
3305,지능,0.0,언론사,0.0
3306,ARD,0.0,전형,0.0
3307,투르크메니스탄,0.0,급등락,0.0
3308,타개책,0.0,거짓뉴스,0.0
3309,조선닷컴,0.0,세종연구소,0.0
3310,민세진,0.0,후보등록,0.0
3311,소형,0.0,부시장,0.0
3312,판정,0.0,정기회,0.0
3313,강삼재,0.0,종언,0.0
3314,건립,0.0,추종자들,0.0
3315,5번,0.0,초유,0.0
3316,12월,0.0,동원,0.0
3317,공직선거법,0.0,골몰,0.0
3318,화살,0.0,응시,0.0
3319,5월,0.0,파장,0.0
3320,격앙,0.0,meme,0.0
3321,서울중앙지방법원,0.0,TV조선,0.0
3322,작년말,0.0,함락,0.0
3323,실력,0.0,WP,0.0
3324,재승박덕,0.0,범국민적,0.0
3325,의총,0.0,8분,0.0
3326,대한변호사협회장,0.0,감격,0.0
3327,기독,0.0,16일,0.0
3328,송달,0.0,수지,0.0
3329,25.58%,0.0,한기정,0.0
3330,이념적,0.0,한미관계,0.0
3331,양어장,0.0,정책실장,0.0
3332,호의적,0.0,자아,0.0
3333,소선거구제,0.0,지구,0.0
3334,24국,0.0,타국,0.0
3335,해상초계기,0.0,온건,0.0
3336,기념사,0.0,호재,0.0
3337,위임,0.0,정략,0.0
3338,합참의장상,0.0,무장,0.0
3339,채찍질,0.0,2500원,0.0
3340,적색,0.0,추격자,0.0
3341,상납,0.0,인재들,0.0
3342,병력,0.0,양구,0.0
3343,엉터리,0.0,한국제약바이오협회,0.0
3344,106일,0.0,인상적,0.0
3345,문언,0.0,대선개입,0.0
3346,1947~1948년,0.0,연초,0.0
3347,165,0.0,재판연구관들,0.0
3348,담화문,0.0,功過,0.0
3349,기관차,0.0,양안전쟁,0.0
3350,세탁기,0.0,축배,0.0
3351,성묘객,0.0,은평,0.0
3352,돌탑,0.0,win-win,0.0
3353,사모펀드,0.0,인연,0.0
3354,상당액,0.0,뉴욕타임스,0.0
3355,실무자,0.0,자유주의,0.0
3356,반군,0.0,접근,0.0
3357,간호,0.0,대세론,0.0
3358,깡패식,0.0,전봉관,0.0
3359,엊그제,0.0,담화문,0.0
3360,재택,0.0,초당적,0.0
3361,뉴욕타임스,0.0,법사위원장,0.0
3362,레이건,0.0,박성우,0.0
3363,인연,0.0,테마,0.0
3364,문희상,0.0,씨앗들,0.0
3365,특례법안,0.0,컬러사진,0.0
3366,상해,0.0,실무자,0.0
3367,여정,0.0,혼쭐,0.0
3368,총동원령,0.0,한옥,0.0
3369,포진,0.0,부산시,0.0
3370,엉덩이,0.0,포진,0.0
3371,대항,0.0,42.13%,0.0
3372,호국정신,0.0,6공화국,0.0
3373,비운,0.0,여정,0.0
3374,졸개,0.0,상해,0.0
3375,환영사,0.0,오신환,0.0
3376,김도연,0.0,배우자,0.0
3377,특례법,0.0,대항,0.0
3378,북한대사관,0.0,군의관,0.0
3379,함대,0.0,일본인들,0.0
3380,테리,0.0,토목,0.0
3381,상품권,0.0,출판사,0.0
3382,철야,0.0,배출량,0.0
3383,주먹구구식,0.0,1심,0.0
3384,삼대,0.0,도정,0.0
3385,43.2%,0.0,외환보유액,0.0
3386,부정행위,0.0,서울시교육청,0.0
3387,니콜라,0.0,몰입,0.0
3388,蔣介石,0.0,49%,0.0
3389,위국,0.0,당무위원회,0.0
3390,언론사,0.0,위성락,0.0
3391,채팅방,0.0,317석,0.0
3392,세종연구소,0.0,시정연설,0.0
3393,카드라,0.0,참의원,0.0
3394,판매업자,0.0,아내,0.0
3395,tactfully,0.0,초임,0.0
3396,부시장,0.0,건강보험,0.0
3397,앞자리,0.0,57%,0.0
3398,자격증,0.0,쓸모,0.0
3399,창조,0.0,수미일관,0.0
3400,군경,0.0,정치화,0.0
3401,자손,0.0,주춤,0.0
3402,횡령,0.0,집회선,0.0
3403,Phoenix,0.0,연맹,0.0
3404,뒷전,0.0,여성,0.0
3405,3분,0.0,관련법,0.0
3406,여성,0.0,어둠,0.0
3407,아내,0.0,뒷전,0.0
3408,지식,0.0,모방,0.0
3409,도깨비,0.0,전씨,0.0
3410,안치실,0.0,비정상,0.0
3411,특권범위,0.0,군경,0.0
3412,메이커,0.0,상위권,0.0
3413,57%,0.0,레이건,0.0
3414,정치화,0.0,화천,0.0
3415,언쟁,0.0,위탁,0.0
3416,7항,0.0,요란,0.0
3417,초유,0.0,국방특위,0.0
3418,관리관,0.0,엊그제,0.0
3419,천안함재단,0.0,터널,0.0
3420,헌법가치,0.0,노병렬,0.0
3421,정치원로들,0.0,자영업자,0.0
3422,편집권,0.0,계층의,0.0
3423,자극적,0.0,조선노동당,0.0
3424,편파적,0.0,한미동맹,0.0
3425,산골,0.0,잔류,0.0
3426,기독교,0.0,옥천,0.0
3427,1일,0.0,제1당,0.0
3428,노태악,0.0,작성,0.0
3429,감명,0.0,cruelty,0.0
3430,수난,0.0,큰일,0.0
3431,정무위원들,0.0,네거,0.0
3432,국회증언감정법,0.0,탄핵소추안,0.0
3433,이창현,0.0,인도,0.0
3434,양자,0.0,투표권,0.0
3435,관습,0.0,과업,0.0
3436,각별,0.0,3~5일,0.0
3437,짐꾼,0.0,최측근,0.0
3438,정보사령관,0.0,장갑차,0.0
3439,매진,0.0,행렬,0.0
3440,逆轉,0.0,국한,0.0
3441,친미,0.0,부동산원,0.0
3442,민생경제,0.0,장례식,0.0
3443,지방분권전국회의,0.0,알릴레오,0.0
3444,시민사회단체,0.0,조한창,0.0
3445,의날,0.0,신속성,0.0
3446,절충안,0.0,월평균,0.0
3447,틱톡,0.0,밤새,0.0
3448,민형사상,0.0,박지원,0.0
3449,강민구,0.0,계정,0.0
3450,뺑뺑이,0.0,마인드,0.0
3451,관광지,0.0,투자업,0.0
3452,노련,0.0,정규직,0.0
3453,엉망진창,0.0,역내,0.0
3454,탄대청,0.0,조선인민군,0.0
3455,아랍국,0.0,강사직,0.0
3456,황금산,0.0,단기적,0.0
3457,87일,0.0,모래시계,0.0
3458,세월,0.0,감내,0.0
3459,K엔비디아,0.0,전형적,0.0
3460,출구,0.0,부정적,0.0
3461,시기적,0.0,차별점,0.0
3462,치명,0.0,1000채,0.0
3463,1인,0.0,효율,0.0
3464,연구실,0.0,제2금융,0.0
3465,완패,0.0,작전주,0.0
3466,현충일,0.0,이적,0.0
3467,청취자,0.0,철강사,0.0
3468,국민학교,0.0,입법고시,0.0
3469,하루하루,0.0,적법,0.0
3470,울진,0.0,이주호,0.0
3471,기본사회위원장,0.0,사찰,0.0
3472,재심,0.0,최재형,0.0
3473,저장성,0.0,플루토늄,0.0
3474,재조정,0.0,법학,0.0
3475,61%,0.0,저자산,0.0
3476,상관관계,0.0,9억,0.0
3477,위험성,0.0,부평,0.0
3478,요소,0.0,반대파,0.0
3479,출생자,0.0,도지사직,0.0
3480,남미,0.0,비민주적,0.0
3481,중반,0.0,격변,0.0
3482,오류,0.0,대머리,0.0
3483,소아마비,0.0,실물경제,0.0
3484,3김,0.0,그룹들,0.0
3485,인물,0.0,김재연,0.0
3486,오류동,0.0,의장단,0.0
3487,5500명,0.0,별명,0.0
3488,송언석,0.0,대화방,0.0
3489,허영,0.0,1주년,0.0
3490,김형오,0.0,패기,0.0
3491,분노지,0.0,종가,0.0
3492,포장,0.0,한미안보협의회,0.0
3493,전국인민대표대회,0.0,첩경,0.0
3494,추모록,0.0,폭싹,0.0
3495,행정공백,0.0,정무전략본부장,0.0
3496,조보현,0.0,블라디미르,0.0
3497,도둑놈,0.0,거액,0.0
3498,光州,0.0,DMZ,0.0
3499,지정학,0.0,민주항쟁,0.0
3500,2~5년,0.0,한파,0.0
3501,장영수,0.0,락앤락,0.0
3502,과학기술정보방송통신위원회,0.0,전합,0.0
3503,말벗,0.0,3초,0.0
3504,발단,0.0,전열,0.0
3505,연일,0.0,숙청,0.0
3506,방승주,0.0,성균관대,0.0
3507,Alien,0.0,1주일,0.0
3508,Economy,0.0,슬로건,0.0
3509,기사회생,0.0,추진력,0.0
3510,탄원,0.0,수반,0.0
3511,총량,0.0,72년,0.0
3512,소요,0.0,추기경단,0.0
3513,김문기,0.0,소실,0.0
3514,탄핵재판소,0.0,4949억,0.0
3515,60명,0.0,유명,0.0
3516,베트남전,0.0,국정원,0.0
3517,구입,0.0,병역,0.0
3518,조기폐쇄,0.0,대형,0.0
