,before_word,before_count,after_word,after_count
3113,생활비,0.0,근로시간제,0.0
3114,테스트베드,0.0,허탈,0.0
3115,군정,0.0,얼리토,0.0
3116,굳건,0.0,복사,0.0
3117,김치찌개,0.0,르몽드,0.0
3118,한강진,0.0,소용,0.0
3119,피신,0.0,선진대국시대,0.0
3120,반노조,0.0,TV토론단장,0.0
3121,이성,0.0,민감정보,0.0
3122,법정형,0.0,동두천,0.0
3123,물건,0.0,국군,0.0
3124,탈출,0.0,배춧잎,0.0
3125,혁명적,0.0,유엔,0.0
3126,월스트리트,0.0,13~14,0.0
3127,인선,0.0,추종자,0.0
3128,정책자문위원장,0.0,입신양명,0.0
3129,탄핵재판소,0.0,채무조정,0.0
3130,일탈,0.0,미열람,0.0
3131,투샷방식,0.0,숙제,0.0
3132,출현,0.0,8번,0.0
3133,진우,0.0,150원,0.0
3134,압송,0.0,집단적,0.0
3135,불문,0.0,물망,0.0
3136,제하,0.0,링크,0.0
3137,기동대,0.0,정치혐오,0.0
3138,국제형사재판소,0.0,지대장,0.0
3139,의논,0.0,박주민,0.0
3140,수용소,0.0,공중조기경보통제기,0.0
3141,5058명,0.0,김건희씨,0.0
3142,뒤통수,0.0,육거리시장,0.0
3143,필사적,0.0,징병제,0.0
3144,과방위,0.0,일직동,0.0
3145,확장성,0.0,드론,0.0
3146,헌법연구관,0.0,매불쇼,0.0
3147,차장,0.0,강성지지층,0.0
3148,1464억,0.0,경선서,0.0
3149,촉탁,0.0,역성장,0.0
3150,민주주의지수,0.0,한시적,0.0
3151,직무대행,0.0,시선분산,0.0
3152,최병천,0.0,여진,0.0
3153,경선룰,0.0,결속,0.0
3154,의사당,0.0,이권,0.0
3155,충격,0.0,입체,0.0
3156,비상입법기구,0.0,엠브레인퍼블릭,0.0
3157,중앙대,0.0,박한철,0.0
3158,예술가,0.0,분향소,0.0
3159,광폭,0.0,주어,0.0
3160,구습,0.0,질문들,0.0
3161,고육지책,0.0,독립운동가,0.0
3162,권한대행직,0.0,양측,0.0
3163,중요시,0.0,방조자들,0.0
3164,노선투쟁,0.0,Yoon,0.0
3165,국제올림픽위원회,0.0,안전망,0.0
3166,글들,0.0,현대,0.0
3167,2036년,0.0,합격자,0.0
3168,전년,0.0,약속을,0.0
3169,겹악재,0.0,착착,0.0
3170,치졸,0.0,혹자,0.0
3171,규칙,0.0,누진적,0.0
3172,그린딜,0.0,헌법학계,0.0
3173,만연,0.0,재적,0.0
3174,행동주의,0.0,잔재들,0.0
3175,월간중앙,0.0,봉인,0.0
3176,동지들,0.0,기사회생,0.0
3177,미국인,0.0,고사,0.0
3178,인천대,0.0,재판들,0.0
3179,행정적,0.0,충남도의회,0.0
3180,명문대,0.0,선고가,0.0
3181,규율,0.0,경상대,0.0
3182,아이들,0.0,당혹,0.0
3183,극비리,0.0,양떼,0.0
3184,B씨,0.0,1국정,0.0
3185,수수,0.0,시선집중,0.0
3186,광주와,0.0,발송,0.0
3187,열린우리당,0.0,저울질,0.0
3188,한창민,0.0,짝퉁,0.0
3189,바이러스,0.0,감세국가,0.0
3190,전멸,0.0,37세,0.0
3191,당연지사,0.0,인재,0.0
3192,경광봉,0.0,지도자들,0.0
3193,1982년,0.0,선거운동,0.0
3194,인천국제공항,0.0,지휘부,0.0
3195,산청,0.0,3석,0.0
3196,기초연금제도,0.0,상담가,0.0
3197,최고기관,0.0,심의,0.0
3198,데이터,0.0,치료,0.0
3199,격화,0.0,운동본부,0.0
3200,부친,0.0,정년,0.0
3201,사이렌,0.0,아이러니,0.0
3202,자살,0.0,방청인들,0.0
3203,마포구,0.0,회사원,0.0
3204,배지,0.0,negative-negative,0.0
3205,방탄,0.0,취소,0.0
3206,조영학,0.0,지반침하,0.0
3207,교황청,0.0,초선,0.0
3208,변모,0.0,동참,0.0
3209,진씨,0.0,만전,0.0
3210,헌재식,0.0,역사운동,0.0
3211,국헌,0.0,잠재적,0.0
3212,광장의,0.0,적대시,0.0
3213,기술교육원,0.0,경제성장,0.0
3214,법제사법위,0.0,헛웃음,0.0
3215,고의성,0.0,태평,0.0
3216,인터스텔라,0.0,고배,0.0
3217,강제력,0.0,뼈대,0.0
3218,한국전쟁,0.0,유가족분들,0.0
3219,법기술자,0.0,재심,0.0
3220,LNG,0.0,폭로,0.0
3221,출석요구,0.0,사회정의,0.0
3222,건건,0.0,프린터,0.0
3223,51%,0.0,장례미사,0.0
3224,역적,0.0,가두시위,0.0
3225,자본시장,0.0,지면,0.0
3226,서민,0.0,친한,0.0
3227,수지균형,0.0,가담,0.0
3228,컨설팅,0.0,균열,0.0
3229,안일,0.0,동기동창,0.0
3230,불구속,0.0,고영인,0.0
3231,정언명령,0.0,순회경선,0.0
3232,보혁,0.0,만족도,0.0
3233,단체장,0.0,대연합,0.0
3234,의안,0.0,면모,0.0
3235,기세,0.0,출근,0.0
3236,최시원씨,0.0,여의,0.0
3237,양심선언,0.0,김형기,0.0
3238,놈들,0.0,잼버리,0.0
3239,위험물,0.0,1012명,0.0
3240,중장기적,0.0,석탄,0.0
3241,주니어,0.0,구경,0.0
3242,중간중간,0.0,포인트차,0.0
3243,버스,0.0,신경아,0.0
3244,관협력,0.0,반법치적,0.0
3245,매뉴얼,0.0,여객기,0.0
3246,의원단,0.0,방미,0.0
3247,주파리,0.0,김준일,0.0
3248,노벨,0.0,군인정신,0.0
3249,디지털,0.0,범죄유형,0.0
3250,혼재,0.0,42번,0.0
3251,법철학,0.0,안하무,0.0
3252,여권이,0.0,고위공직자범죄수사처,0.0
3253,잠재력,0.0,훗날,0.0
3254,회의록,0.0,발행,0.0
3255,경비원,0.0,기한,0.0
3256,18개월,0.0,탄핵소추위원단장,0.0
3257,재명,0.0,러시아군,0.0
3258,EIU,0.0,부분적,0.0
3259,위법부당,0.0,역사책,0.0
3260,전환점,0.0,청주시,0.0
3261,1998억,0.0,선거개입위원회,0.0
3262,2024헌,0.0,로그,0.0
3263,159배,0.0,영역들,0.0
3264,소위원회,0.0,심층,0.0
3265,60명,0.0,윤태곤,0.0
3266,1300만,0.0,합의선언문,0.0
3267,전북도,0.0,상식선,0.0
3268,2수사,0.0,48.8%,0.0
3269,온건파,0.0,57.62%,0.0
3270,농축산시설,0.0,아산,0.0
3271,시민사회계,0.0,남들,0.0
3272,일방,0.0,노부모,0.0
3273,장려,0.0,방위공약,0.0
3274,24시간,0.0,단체교섭,0.0
3275,경제관계장관간담회,0.0,공작활동,0.0
3276,전민항쟁,0.0,품목,0.0
3277,17조,0.0,9,0.0
3278,절정,0.0,24개월,0.0
3279,장영하,0.0,남인순,0.0
3280,박근혜정권퇴진비상국민행동,0.0,심우정,0.0
3281,수전,0.0,41.5%,0.0
3282,탄핵인용시,0.0,중개소,0.0
3283,신공,0.0,단일후보,0.0
3284,부대변인,0.0,군사지원,0.0
3285,인권침해,0.0,신혼부부,0.0
3286,방문국,0.0,블랙홀,0.0
3287,5조,0.0,집행력,0.0
3288,구호품,0.0,탈퇴,0.0
3289,육아,0.0,불공정선거,0.0
3290,부도수표,0.0,특보단장,0.0
3291,파리,0.0,휴가기간,0.0
3292,소수화,0.0,재무장,0.0
3293,진단,0.0,중책,0.0
3294,한옥마을,0.0,이벤트,0.0
3295,협치,0.0,가수들,0.0
3296,주휴,0.0,좌측,0.0
3297,오폭,0.0,발신,0.0
3298,어젠다,0.0,운동공로자회,0.0
3299,통과의례,0.0,정정,0.0
3300,서대원씨,0.0,헌정주의,0.0
3301,꼭두각시,0.0,김기영,0.0
3302,다큐멘터리,0.0,상임공동선거대책위원장,0.0
3303,프랑스,0.0,프로,0.0
3304,15명,0.0,당무우선권,0.0
3305,반내,0.0,목전,0.0
3306,농림축산식품해양수산위원회,0.0,신빙,0.0
3307,언론장악저지공동행동,0.0,소상공인들,0.0
3308,비합리적,0.0,뒤범벅,0.0
3309,교착,0.0,5일,0.0
3310,창원,0.0,4만,0.0
3311,대처,0.0,백반집,0.0
3312,이재,0.0,방심위원,0.0
3313,문헌일,0.0,관세전쟁,0.0
3314,한겨레21,0.0,기타,0.0
3315,수탁자,0.0,사실관계들,0.0
3316,통학안전지원단,0.0,중소기업중앙회,0.0
3317,60~70%,0.0,한국리서치,0.0
3318,성일종,0.0,국민저항권,0.0
3319,행적,0.0,척도,0.0
3320,당원들,0.0,연합예배,0.0
3321,1.6%,0.0,현대전,0.0
3322,49.4%,0.0,생산,0.0
3323,콜롬비아,0.0,중화학공업,0.0
3324,서명옥,0.0,개사과,0.0
3325,최수진,0.0,이시바,0.0
3326,귀국,0.0,탈이념성,0.0
3327,분신,0.0,캐스팅보트,0.0
3328,총파업,0.0,선전전,0.0
3329,참수,0.0,공수교대,0.0
3330,유상범,0.0,32~36%,0.0
3331,문서,0.0,한남동선,0.0
3332,18기념,0.0,기회소득,0.0
3333,훈련단,0.0,다변,0.0
3334,염태영,0.0,뿜뿜,0.0
3335,착안,0.0,반헌법적,0.0
3336,법학도,0.0,가두,0.0
3337,술잔,0.0,도의,0.0
3338,반도체,0.0,것보,0.0
3339,입성,0.0,조태용,0.0
3340,토지거래허가제도,0.0,자주,0.0
3341,배제법,0.0,27,0.0
3342,시대착오적,0.0,부산엑스포,0.0
3343,기속력,0.0,핵심축,0.0
3344,입헌주의,0.0,카톡방,0.0
3345,리처드,0.0,기본급,0.0
3346,반차,0.0,퍼포먼스,0.0
3347,강선우,0.0,반면교사,0.0
3348,서구문명,0.0,한정,0.0
3349,노동부,0.0,소수자들,0.0
3350,전주,0.0,단추,0.0
3351,원심력,0.0,강공,0.0
3352,290만,0.0,반국가세력들,0.0
3353,일관성,0.0,상경,0.0
3354,큐사,0.0,여주시,0.0
3355,불비,0.0,주창자들,0.0
3356,한미,0.0,학회,0.0
3357,징수,0.0,사법개혁,0.0
3358,콘크리트,0.0,서울시정,0.0
3359,법무법인,0.0,일대기,0.0
3360,감옥,0.0,공세적,0.0
3361,핀란드,0.0,2인자,0.0
3362,서해안,0.0,안기부,0.0
3363,유튜버들,0.0,칼끝,0.0
3364,대대,0.0,대학원,0.0
3365,체육계,0.0,고뇌,0.0
3366,본격적,0.0,1대,0.0
3367,폭도들,0.0,일수,0.0
3368,송진혁씨,0.0,조폭,0.0
3369,엉망,0.0,합참,0.0
3370,주인공,0.0,경선수,0.0
3371,살림,0.0,감각,0.0
3372,헌정회복,0.0,세례,0.0
3373,가늠,0.0,전남대,0.0
3374,휴학,0.0,논객,0.0
3375,심령술,0.0,진해,0.0
3376,Nueva,0.0,정산,0.0
3377,최우선시,0.0,실적,0.0
3378,잡음,0.0,법꾸라지,0.0
3379,의장실,0.0,매머드,0.0
3380,현대사회,0.0,24,0.0
3381,정체성,0.0,57명,0.0
3382,부장판사,0.0,kyunghyang.com,0.0
3383,국제형사법,0.0,강경책,0.0
3384,경찰대학장,0.0,55세,0.0
3385,1960년대,0.0,활황세,0.0
3386,지원서,0.0,LAN,0.0
3387,감안,0.0,국가들,0.0
3388,응수,0.0,지방분권,0.0
3389,답보,0.0,덕목,0.0
3390,가도,0.0,이익집단,0.0
3391,직제,0.0,국가대표,0.0
3392,무상교육,0.0,명함,0.0
3393,백현동,0.0,보건의료,0.0
3394,8.7,0.0,해결책,0.0
3395,혹세무민,0.0,미래세대,0.0
3396,관례,0.0,기획재정부,0.0
3397,전형성,0.0,선거보도,0.0
3398,창작,0.0,모두발언,0.0
3399,단식농성,0.0,감사권,0.0
3400,91.15%,0.0,지폐계수기,0.0
3401,정론직필,0.0,편집인,0.0
3402,금융배출량,0.0,영은씨,0.0
3403,상임대표,0.0,임시회,0.0
3404,근처,0.0,대두,0.0
3405,에디토리얼,0.0,커뮤니케이션,0.0
3406,분신현장,0.0,크레디트,0.0
3407,장지만씨,0.0,전시관,0.0
3408,바통,0.0,심리,0.0
3409,허점,0.0,김선택,0.0
3410,모가지,0.0,국정운영,0.0
3411,폭증,0.0,친문계,0.0
3412,속죄,0.0,4.31%,0.0
3413,수첩,0.0,성하,0.0
3414,김판수,0.0,무리수,0.0
3415,주황색,0.0,송환,0.0
3416,설상가상,0.0,밤들,0.0
3417,핵우산,0.0,신성,0.0
3418,마켓,0.0,1특전,0.0
3419,발발,0.0,종북,0.0
3420,참석예정,0.0,들러리,0.0
3421,동생,0.0,6선,0.0
3422,수감,0.0,월금액,0.0
3423,칩거,0.0,4.5%,0.0
3424,부정부패,0.0,이정희,0.0
3425,선거자금,0.0,후과,0.0
3426,성북구,0.0,전수,0.0
3427,부과,0.0,최고조,0.0
3428,정성,0.0,조사비,0.0
3429,추가적,0.0,51.3%,0.0
3430,순교,0.0,통과가,0.0
3431,추진안,0.0,화성,0.0
3432,운하,0.0,깃털,0.0
3433,소문,0.0,통상부,0.0
3434,이라와디,0.0,종이,0.0
3435,대학로,0.0,오산,0.0
3436,횡행,0.0,연료,0.0
3437,위성,0.0,추진을,0.0
3438,7월,0.0,저출생,0.0
3439,독재권력,0.0,베선트,0.0
3440,천안아산역,0.0,공생,0.0
3441,대연정,0.0,정보사령관,0.0
3442,강남구,0.0,공존,0.0
3443,이력,0.0,JTBC,0.0
3444,심산,0.0,잠행,0.0
3445,자강론,0.0,조합원들,0.0
3446,독단,0.0,택배기사,0.0
3447,핵심가치,0.0,58위,0.0
3448,범죄자,0.0,경제위기,0.0
3449,재구성,0.0,국회법,0.0
3450,합산,0.0,17,0.0
3451,전공의,0.0,정책연합,0.0
3452,뉴스쇼,0.0,거시,0.0
3453,감천,0.0,맞대응,0.0
3454,진영논리,0.0,타이틀,0.0
3455,급성,0.0,박용하,0.0
3456,웃음,0.0,권력분립,0.0
3457,덕질,0.0,장성,0.0
3458,알권리연구소장,0.0,피에트로,0.0
3459,노점상,0.0,공제액,0.0
3460,유새슬,0.0,선친,0.0
3461,대란,0.0,국민의지,0.0
3462,공공질서,0.0,미주리대,0.0
3463,2680억,0.0,定義,0.0
3464,창원대,0.0,평결,0.0
3465,실효,0.0,1조,0.0
3466,산업부,0.0,단계론,0.0
3467,3.5,0.0,촌각,0.0
3468,전략적,0.0,설득적,0.0
3469,특전사령관,0.0,정체,0.0
3470,방한,0.0,허구,0.0
3471,이재용,0.0,동부시장,0.0
3472,수사2부,0.0,희구,0.0
3473,이명수,0.0,퇴정,0.0
3474,테러조직,0.0,투표함,0.0
3475,한패,0.0,협의체,0.0
3476,경찰법학,0.0,사업소득,0.0
3477,대통령상,0.0,스크린,0.0
3478,차빼라,0.0,교차배열,0.0
3479,편견,0.0,CIA,0.0
3480,삭발식,0.0,부산세계로교회,0.0
3481,결성,0.0,인석,0.0
3482,사흘째,0.0,기무,0.0
3483,아카데미,0.0,화천대유,0.0
3484,1%,0.0,B조,0.0
3485,회부,0.0,공통,0.0
3486,형사소송,0.0,각도,0.0
3487,안온북스,0.0,이인선,0.0
3488,보수주의자,0.0,4월말,0.0
3489,1080조,0.0,은사,0.0
3490,모욕적,0.0,구속력,0.0
3491,33.5%,0.0,천지개벽,0.0
3492,혼군,0.0,피차이,0.0
3493,73대대,0.0,대공,0.0
3494,비판여론,0.0,228톤,0.0
3495,불멸,0.0,김봉식,0.0
3496,윤석역,0.0,손주,0.0
3497,자립화,0.0,동문,0.0
3498,공동주최,0.0,표정관리,0.0
3499,150만,0.0,정상회담,0.0
3500,부산본부장,0.0,가계,0.0
3501,항공사,0.0,11~14%,0.0
3502,구자근,0.0,130위,0.0
3503,強強弱弱,0.0,사직동,0.0
3504,채인석씨,0.0,상례,0.0
3505,케이스탯리서치,0.0,경호,0.0
3506,수도자,0.0,단기간,0.0
3507,탄핵찬성,0.0,장노년층,0.0
3508,경제적,0.0,동반자,0.0
3509,최민희,0.0,양도,0.0
3510,탄핵심판권,0.0,통합정부,0.0
3511,특별연장근,0.0,행위들,0.0
3512,극소수,0.0,피케티,0.0
3513,정성우,0.0,아수라장,0.0
3514,청장,0.0,중도퇴장,0.0
3515,김형동,0.0,조선업,0.0
3516,자부심,0.0,재수,0.0
3517,오윤희,0.0,국정현안관계장관회의,0.0
3518,무효화,0.0,기본법,0.0
3519,유튜브,0.0,11월,0.0
3520,1시간,0.0,정신승리,0.0
3521,사업자,0.0,포괄,0.0
3522,소셜미디어,0.0,12회,0.0
3523,상부,0.0,가족부,0.0
3524,국가재정법,0.0,표차,0.0
3525,부산역,0.0,세계개척정신,0.0
3526,포석,0.0,증가액,0.0
3527,결말,0.0,국민권익위원장,0.0
3528,일자리,0.0,정황,0.0
3529,영향권,0.0,박성훈,0.0
3530,뉴스타파,0.0,결의안,0.0
3531,경제협력,0.0,법원청사,0.0
3532,우크라,0.0,독립성,0.0
3533,전주지검,0.0,자유통일,0.0
3534,격랑,0.0,한국노동조합총연맹,0.0
3535,상장회사,0.0,성장비전,0.0
3536,구차,0.0,금융사무직,0.0
3537,규명,0.0,김길자,0.0
3538,한정애,0.0,법률적,0.0
3539,중앙공원,0.0,조미덥,0.0
3540,만능주의,0.0,당권,0.0
3541,파탄,0.0,친소,0.0
3542,오동욱,0.0,구속기소,0.0
3543,극도,0.0,후마니타스,0.0
3544,협잡,0.0,그새,0.0
3545,아이템,0.0,외환위기,0.0
3546,탄핵심판청구,0.0,생태계,0.0
3547,정보공개,0.0,고등학교,0.0
3548,결기,0.0,저소득층,0.0
3549,장철민,0.0,계기교육,0.0
3550,상고심,0.0,류인하,0.0
3551,담요,0.0,평안,0.0
3552,압수수색영장,0.0,국회의원선거,0.0
3553,안전성,0.0,대변인단,0.0
3554,위헌결정,0.0,첫해,0.0
3555,방송,0.0,게시판들,0.0
3556,루스벨트,0.0,대전시민,0.0
3557,불가능,0.0,김건희특검,0.0
3558,22.6%,0.0,개소,0.0
3559,헌법소원,0.0,위한보건의료단체연합,0.0
3560,영광,0.0,자동,0.0
3561,간사,0.0,출입국관리법,0.0
3562,수차례,0.0,CCTV영상,0.0
3563,50분,0.0,허물,0.0
3564,일차,0.0,38%,0.0
3565,용역보고서,0.0,이목희,0.0
3566,1일,0.0,50명,0.0
3567,엔믹스,0.0,사회구성원들,0.0
3568,비상대권,0.0,국정도,0.0
3569,종려나무,0.0,2.4%,0.0
3570,집중적,0.0,손색,0.0
3571,안정성,0.0,1505명,0.0
3572,반출,0.0,분배친화적,0.0
3573,국민법,0.0,서울청장,0.0
3574,제2연평해전,0.0,대통령선거,0.0
3575,소득보장연금,0.0,모태,0.0
3576,강요,0.0,60주년,0.0
3577,발악,0.0,이튿날,0.0
3578,대척점,0.0,내재적,0.0
3579,유형,0.0,마녀,0.0
3580,꼼수,0.0,이화영,0.0
3581,스토브리그,0.0,공지,0.0
3582,배추,0.0,낭독,0.0
3583,기업연금,0.0,유임,0.0
3584,개악안,0.0,청탁,0.0
3585,박사,0.0,김종필,0.0
3586,건너편,0.0,내리막,0.0
3587,도시,0.0,비상근무체제,0.0
3588,결정적,0.0,도지사직,0.0
3589,개원,0.0,책임총리제,0.0
3590,검열,0.0,억측들,0.0
3591,남북관계,0.0,100주년,0.0
3592,한국헌법학회,0.0,저항정신,0.0
3593,주러시아,0.0,곤욕,0.0
3594,참여신청서,0.0,참관인,0.0
3595,부위원장,0.0,플래,0.0
3596,명예훼손,0.0,조달,0.0
3597,만세,0.0,예술인,0.0
3598,집안,0.0,홍영현씨,0.0
3599,이장,0.0,국토방위,0.0
3600,20.도지사,0.0,긴급담화문,0.0
3601,결선,0.0,움직임,0.0
3602,반윤,0.0,최중원씨,0.0
3603,9인,0.0,재판관들,0.0
3604,37%,0.0,상륙,0.0
3605,시간대,0.0,밑작업용,0.0
3606,산화,0.0,주상복합아파트,0.0
3607,직무대리,0.0,윤석열계,0.0
3608,이스라엘,0.0,자원봉사자들,0.0
3609,정보공개소송,0.0,슬림,0.0
3610,녹취록,0.0,862만,0.0
3611,소프트,0.0,의료봉사,0.0
3612,특별수사본부,0.0,평론가들,0.0
3613,https://www.khan.co.kr/article/202502252117025/NUrl,0.0,포옹,0.0
3614,27.4%,0.0,동등,0.0
3615,음모론자,0.0,비상경제점검회의,0.0
3616,국내정치,0.0,체계적,0.0
3617,관통,0.0,편파적,0.0
3618,지병근,0.0,정한울,0.0
3619,타파,0.0,기조,0.0
3620,타임,0.0,경기도지사직,0.0
3621,견인차,0.0,고수,0.0
3622,라우라,0.0,공통주제,0.0
3623,14%,0.0,경축사,0.0
3624,내부적,0.0,첨단과학기술,0.0
3625,재활용,0.0,수뢰후부정처사,0.0
3626,6분기,0.0,취직,0.0
3627,실효세율,0.0,보류,0.0
3628,페터먼,0.0,총리님,0.0
3629,낙선,0.0,잠정,0.0
3630,엄경영,0.0,게시,0.0
3631,전자개표,0.0,양승훈,0.0
3632,서울법원종합청사,0.0,대정부질문서,0.0
3633,대담,0.0,자원근무,0.0
3634,동작구,0.0,means,0.0
3635,초심,0.0,분양,0.0
3636,16%,0.0,친절,0.0
3637,행인,0.0,고액,0.0
3638,국부펀드,0.0,유가족협의회,0.0
3639,시국선언문,0.0,헌법개정,0.0
3640,박준영,0.0,인플레이션,0.0
3641,수출품,0.0,해당행위,0.0
3642,쟁이,0.0,불황,0.0
3643,노경배,0.0,재탄핵,0.0
3644,연장법,0.0,하락장,0.0
3645,시대정신,0.0,외교안보,0.0
3646,재난재,0.0,건강성,0.0
3647,의회독재,0.0,오프라인,0.0
3648,대화방,0.0,대등,0.0
3649,거덜,0.0,횡포,0.0
3650,주력,0.0,근로소득세,0.0
3651,필연,0.0,당연직,0.0
3652,자구,0.0,감형,0.0
3653,조사원,0.0,세팅,0.0
3654,27일,0.0,명의도,0.0
3655,456억,0.0,공보단장,0.0
3656,극대화,0.0,demicracy,0.0
3657,서울고용노동청,0.0,지휘관들,0.0
3658,대장,0.0,안산시,0.0
3659,차민선씨,0.0,조율해,0.0
3660,utm,0.0,심사숙고,0.0
3661,격상,0.0,궁리출판,0.0
3662,의도,0.0,윤호중,0.0
3663,중순쯤,0.0,회의적,0.0
3664,보호위원회,0.0,요구도,0.0
3665,15.4%,0.0,시범,0.0
3666,사법절차,0.0,반공주의,0.0
3667,먹거리,0.0,척결,0.0
3668,진보1,0.0,안일원,0.0
3669,삼권분립,0.0,건설적,0.0
3670,터럭,0.0,남녀노소,0.0
3671,70%대,0.0,대한변호사협회,0.0
3672,철야,0.0,센터,0.0
3673,이소영,0.0,헌납,0.0
3674,광주광역시,0.0,철강,0.0
3675,김장겸,0.0,긍정평가,0.0
3676,공작설,0.0,강수,0.0
3677,15.성남시장,0.0,목불인견,0.0
3678,나뭇가지,0.0,3파전,0.0
3679,트럼프식,0.0,혐중,0.0
3680,결렬,0.0,이식,0.0
3681,발제,0.0,불신론자,0.0
3682,경제사회노동위원회,0.0,김두관,0.0
3683,선처,0.0,소년,0.0
3684,목발,0.0,기술부,0.0
3685,외교학,0.0,38일,0.0
3686,현대차그룹,0.0,관저서,0.0
3687,양씨,0.0,원대,0.0
3688,실무경력,0.0,휴대전화,0.0
3689,부조정실,0.0,도둑,0.0
3690,세이브,0.0,헌정파괴세력,0.0
3691,손가락질,0.0,만반,0.0
3692,혐오,0.0,정계선,0.0
3693,최전선,0.0,117일,0.0
3694,부장,0.0,결정을,0.0
3695,이광후,0.0,분쟁,0.0
3696,상생,0.0,브리핑룸,0.0
3697,전문가위원회,0.0,5만,0.0
3698,정부효율부,0.0,서울대,0.0
3699,박빙,0.0,혹한,0.0
3700,창조,0.0,인천광역시,0.0
3701,탄핵소추인,0.0,활동명,0.0
3702,적자,0.0,줄타기,0.0
3703,에드먼드,0.0,모르쇠,0.0
3704,탄핵결정권,0.0,서열,0.0
3705,벽면,0.0,법정의견,0.0
3706,수용시설,0.0,이혜리,0.0
3707,원씩,0.0,36일,0.0
3708,하얏트,0.0,GD,0.0
3709,당선무효,0.0,자유무역,0.0
3710,공헌,0.0,1213조,0.0
3711,폐기물,0.0,60일,0.0
3712,국회의,0.0,풍토,0.0
3713,사주,0.0,경직,0.0
3714,김성태,0.0,체육복,0.0
3715,당위,0.0,34대,0.0
3716,한칼,0.0,나라들,0.0
3717,44회,0.0,52시간,0.0
3718,모라토리엄,0.0,민주항쟁,0.0
3719,추념일,0.0,공장,0.0
3720,주유소,0.0,표기,0.0
3721,15년,0.0,50만,0.0
3722,27년,0.0,예비적,0.0
3723,국가주의적,0.0,금기어,0.0
3724,연합정치,0.0,모멸,0.0
3725,삼산동,0.0,1~2,0.0
3726,어퍼컷,0.0,14건,0.0
3727,발제문,0.0,플라스틱,0.0
3728,민가,0.0,섭외,0.0
3729,정무보좌관,0.0,긴급조치권,0.0
3730,집중투표제,0.0,특수성,0.0
3731,입학,0.0,당사자들,0.0
3732,규합,0.0,요소,0.0
3733,인천경찰청,0.0,선거관리사무,0.0
3734,전지예씨,0.0,침공,0.0
3735,종지부,0.0,요구사항,0.0
3736,학력별,0.0,뻐꾸기,0.0
3737,상장,0.0,육군참모총장,0.0
3738,논설위원,0.0,그어,0.0
3739,총사령관,0.0,장기복무,0.0
3740,68일,0.0,효용,0.0
3741,최경윤,0.0,독무대,0.0
3742,연구원장,0.0,편의,0.0
3743,촛불,0.0,호헌세력,0.0
3744,미봉책,0.0,의회정치,0.0
3745,사자후,0.0,주안점,0.0
3746,차관급,0.0,휴직자,0.0
3747,성역,0.0,재가,0.0
3748,부재주,0.0,적군,0.0
3749,비서,0.0,데이,0.0
3750,말대꾸,0.0,자유당,0.0
3751,종전,0.0,임재,0.0
3752,탄핵사건,0.0,청구,0.0
3753,며칠,0.0,한국부동산원,0.0
3754,제보자,0.0,추이,0.0
3755,17.01,0.0,외압,0.0
3756,완산구,0.0,회귀,0.0
3757,허용,0.0,장관감,0.0
3758,수원시,0.0,애당초,0.0
3759,거버넌스,0.0,국가폭력피,0.0
3760,합의안,0.0,효율화,0.0
3761,국무위원,0.0,중소도시,0.0
3762,재임,0.0,풍경,0.0
3763,참혹,0.0,조정실장,0.0
3764,태평양,0.0,통상교섭본부장,0.0
3765,경찰청,0.0,새천년민주당,0.0
3766,25.1%,0.0,판결돋보기,0.0
3767,안가,0.0,필수불가결,0.0
3768,연금제도,0.0,개발1처장,0.0
3769,커피,0.0,통일운동,0.0
3770,정책수단,0.0,반헌법,0.0
3771,명의,0.0,짬짜미,0.0
3772,허가,0.0,객관성,0.0
3773,위선,0.0,1박,0.0
3774,임종석,0.0,가맹사업법,0.0
3775,소실,0.0,증세론자,0.0
3776,경영,0.0,사회자,0.0
3777,인권위원장,0.0,실익,0.0
3778,사냥,0.0,조성,0.0
3779,분배,0.0,재보궐선거,0.0
3780,추념식장,0.0,내향인,0.0
3781,시멀,0.0,더체,0.0
3782,뉴딜,0.0,빌미,0.0
3783,언질,0.0,탈플라스틱,0.0
3784,정치체계,0.0,규탄,0.0
3785,천막,0.0,크레딧,0.0
3786,수사본부,0.0,자멸,0.0
3787,당내,0.0,북한판,0.0
3788,전체회의,0.0,국토,0.0
3789,메테,0.0,부재자,0.0
3790,어린이,0.0,국립,0.0
3791,슴지,0.0,비례대표,0.0
3792,변론기일,0.0,방위세,0.0
3793,선악,0.0,김위상,0.0
3794,한국사회책임투자포럼,0.0,추인,0.0
3795,원거리,0.0,군사전략서,0.0
3796,소유자,0.0,내치,0.0
3797,공문,0.0,더민주전국혁신회의,0.0
3798,정통역학,0.0,미이행,0.0
3799,헌법재판소법,0.0,선순환,0.0
3800,신상발언,0.0,형국,0.0
3801,파업대회,0.0,이성적,0.0
3802,국무위원들,0.0,본투표함,0.0
3803,CBS,0.0,김석우,0.0
3804,중소,0.0,국조,0.0
3805,경북북동산지,0.0,둔덕,0.0
3806,거죠,0.0,선거인,0.0
3807,진상규명,0.0,사무실,0.0
3808,석탄투자,0.0,대패,0.0
3809,연금개혁특별위원장,0.0,정책본부장,0.0
3810,선별,0.0,선호도,0.0
3811,소득층,0.0,상설,0.0
3812,한국독립영화협회,0.0,점심,0.0
3813,감세당,0.0,대구시의회,0.0
